comment;len;rate
đầu bàn chải không đáp ứng được yêu cầu cho lắm cần cải tiến đầu bàn chải tốt hơn;19;3
bình thường cảm giác dùng thì thua dr bei của xiaomi giá rẻ hơn nhiều;15;3
chân đế xạc hơi lỏng lẻo không có quà tặng như hình đâu nhé mọi người;15;3
các chi tiết mủ không sắc nét quạt mạnh giống quảng cáo nhưng ồn;16;3
tiki giao hàng đúng theo dự kiến về sản phẩm thì nguyên seal hộp sạc sơn nhám không bị bám vân tay tai nghe to thô kệch chất âm thì nhiều tress không được như kì vọng đặt xong xem lại thiết kế thì không ưng không thích kiểu đệm tai kết nối ổn định trong vòng 10m chốt lại không ưa thiết kế và chất âm;67;3
tai nghe tầm thấp tai nghe tạm ổn ngoại hình khá đẹp đeo khá bám tai chạy bộ một lúc mới rớt chất âm bình thường bass hơi nhẹ cảm ứng điểm tiếp xúc cũng không tốt lắm nhưng vẫn ổn độ trễ âm thì hơi cao với thao tác lướt tin tức thì trễ một chút nhỏ nhưng khi chơi game hay các ứng dụng chơi nhạc thì trễ lên đến gần 1s nên chốt lại là không thể dùng nghe chơi game thỉnh thoảng bị lỗi nhiễu âm phần mở đầu bài hát video tổng kết : tai có thể sử dụng với mức nhu cầu phổ thông đơn giản là xem youtube lướt web nhưng không thích hợp với ai chơi game hay cần âm thanh tốt thu gọn;138;3
đã dùng một thời gian tai phone có giảm tiếng ồn bên ngoài âm thanh êm chất lượng ổn nhưng thiết kế tai phone khó nhét chắc vào tai đeo khoảng hơn tiếng trở lên là thấy đau tai dễ rơi rớt;42;3
lần đầu tiên thấy tiki giao nhanh vậy khỏi phải hóng lâu ngày mở hộp ra thì thấy không có lớp seal chỗ chân sạc cảm giác như mua nhầm đồ cũ theo cảm nhận của mình thì âm thanh nghe ổn thích hợp nghe mấy bài nhạc sôi động gọi thoại độ trễ thấp cảm ứng không nhạy lắm sử dụng lâu dài mới biết mức độ giữ pin sử dụng thêm 1 thời gian xem có lỗi gì không;95;3
chất lượng âm thanh khá không sử dụng tip bê ngoài được do không vừa hộp hộp đựng có chốt hơi ọp ẹp;23;3
về dịch vụ giao hàng của tiki : 5 sao giao hàng nhanh đóng gói kỹ càng về chất lượng sản phẩm : 3 sao độ hoàn thiện tương đối tốt chấm 8 10 tốc độ kết nối nhanh tuy nhiên có vẻ tai nghe bị lỗi nút cảm ứng : mình dùng nút cảm ứng để tăng giảm âm lượng hoặc next bài hát thì có lúc được lúc không lúc không được phải reset tai nghe lại thì nút cảm ứng mới hoạt động ngoài ra trong lúc tai nghe đang kết nối có cuộc gọi đến thì có lúc nhận cuộc gọi qua tai nghe có lúc lại nhận cuộc gọi qua điện thoại như thông thường mong tiki đưa ra cho mình hướng giải quyết phù hợp vì tai xem thêm;136;3
tạm ổn nhưng nhận hàng xong hơi thất vọng vì nó ọp ẹp cái hộp đựng tai nghe hơi lỏng lẻo;21;3
tôi yêu cầu đổi lại sản phẩm tai nghe bị lỗi tai nghe trái không khởi động tai trái được chỉ sử dụng được tai phải mong nhận được phản hồi sớm cám ơn;34;3
tai nghe không được như mong đợi âm thanh khá bé bass thì đập không chắc nghe khá là chán so với tầm giá thì có khi không bằng con không mới được cái tiki dao hàng nhanh đóng gói cẩn thận;44;3
giao lần đầu thì cặp tai nghe bị lỗi cứ nghe được 5 phút thì bị rè sau đó có báo lại bên tiki đổi sản phẩm thì cặp tai nghe mới nghe ổn tới giờ đã hơn 1 tháng sử dụng vẫn chưa gặp lỗi;46;3
tiki giao hàng nhanh nhưng tai nghe đang sử dụng thì tự ngắt kết nối với thiết bị kết nối lại thì cứ nghe được 1 lúc là tai nghe lại tự ngắt kết nối;35;3
pin ổn giao hàng nhanh đẹp nhưng độ delay âm thanh cao kh hợp để chơi game âm thanh nhỏ;20;3
mới mua có mấy hôm mà app hỏi nên trả lời nao dùng thêm vài tháng sẽ đánh giá cụ thể sau;22;3
nghe trên laptop tiếng hơi bé thỉnh thoảng hơi rè nghe trên điện thoại khá ok;16;3
vừa mua thì thấy trên cellphones có cái xịn hơn thì hơi lỏng chất lượng nhạc 6 10 đánh giá chung thì tạm ổn nhưng nếu có điều kiện hơn thì nên mua mẫu khác;33;3
âm thanh hơi bí không đeo lâu được gây đau tai thiết nhìn đẹp nhưng dễ rơi khi hoạt động mạnh tạm được với mức giá;26;3
mới mua tuần trước hum nay nghe mấy bài mạnh mạnh thì phát hiện có vẻ 1 bên yếu hơn bên còn lại ạ nghe âm nó lệch về bên phải có đổi được không shop;36;3
chức năng nghe rất ok nhưng khả năng đàm thoại thì không rõ lắm giọng nói bị ngắt quảng và sai nội dung khi ghi âm;26;3
nghe chất lượng âm thanh rất tốt tuy nhiên tai nghe đeo dễ rơi tai nghe bỏ ra không tự tắt nhạc được;23;3
rẻ giao nhanh âm thanh hay chất lượng tuy nhiên dễ mất kết nối phải thường xuyên reset;18;3
tai nghe nghe được một thời gian thì hai tai không kết nối cùng lúc với máy được nữa rồi;20;3
giao hàng không có sách hướng dẫn bằng tiếng việt trưa dùng nên chưa có biết;16;3
kết nối quá kém dù đã thực hiện các cài đặt theo hướng dẫn thế mà được nhiều bài đánh giá là tốt;23;3
chất lượng âm thanh trung bình tiếng bass không sâu âm vực thấp nhìn chung phù hợp với giá sau khuyến mại;22;3
đây là loại tai inear chứ đâu phải earbud đeo lâu hơi đau tai 1 tý;16;3
mình mới mua hôm qua trả lời điện thoại ok nhưng nghe nhạc thì rất nhỏ mong tiki phản hồi mình tạm đánh 3 sao;24;3
tai nghe của tôi có vấn đề về kết nối thường hay bị mất kết nối mong được đổi sản phầm tai nghe khác hoạt động tốt ạ;27;3
thường xuyên khó kết nối với điện thoại phải đóng mở nhiều lần và cầu may;16;3
một tai nghe ổn tai trái khi bỏ điện thoại vào túi thì nghe lúc to lúc nhỏ;18;3
mình đặt mua lúc sáng mà không thấy được tặng thú bông trong khi thấy ghi 8 4 đặt hàng từ 0 đến 9 giờ là được tặng thú bông;27;3
sản phẩm bị lung lay dù đã xiết rất chặt ốc chân dưới xoay quá nhựa chỗ giấu dây quá cứng và giòn lắp vào vỡ mất 1 miếng phải dán lại hơi thất vọng;35;3
không thể điều chỉnh độ cao như video quảng cáo kéo xuống lại bật lên do có lò xo ở trục khớp;22;3
nhiêu seal màu xanh rất đẹp màn hình đẹp giá tốt nên rất vui nhưng về tính năng thông báo thì mình vẫn thích con samsung rồi xưa hơn nhưng giờ xài iphone nên phải mua con này;45;3
sao mình không dùng được chức năng đo điện tim không khả dụng trong vùng của bạn;16;3
đặt từ lâu để đọc mùa noel mà qua tết tây sách mới tới mình đã phải email hỏi nhân viên tiki sao sách tới tận ngày hẹn giao rồi mà vẫn trong trạng thái chờ xác nhận không biết nếu không email thì tới khi nào mới có được cái sách đến tay vẫn nguyên vẹn đẹp đẽ sạch sẽ hehe;64;3
mình vốn không quan trọng hình thức đọc dách chỉ xem nội dung mua sách ở tiki nhiều rồi nhưng đây là lần đầu tiên sách nhận được bị rách do đóng gói và vận chuyển không cẩn thận đợt này mình đặt nhiều đơn lại nghĩ là sách nên cũng không kiểm kỹ về nhà mở ra mới thấy rách bị rách;63;3
tiki nên coi lại bọc sách bookcare của mình cuốn xứ cát của mình phần dưới rìa bọc sách tự nhiên mất hẳn 1 đoạn lại ngay trúng bìa sách 🤨 bookcare là mình phải bỏ tiền ra mua để đầu tư bảo vệ sách mà kiểu này thì bảo vệ gì nổi;51;3
đặt hàng từ 4 đến 27 mới nhận được hàng 1 đơn hàng mà kéo dài từ năm này qua năm nọ luôn mình thậm chí còn tưởng đơn này coi như tạch rồi cho đến khi thấy đợt sale mới phi vào đặt thì mới biết đơn này đang giao 🙄 xin lỗi nhã nam nha mình chỉ cho 3 sao thôi;63;3
giao rất chậm đóng gói không cẩn thận nội dung xphim thì rất hay còn truyện thì chưa đọc nên không rõ;22;3
khi vận chuyển thì có 1 vết rách nhỏ ở dưới đáy ngoài ra hộp vận chuyển sách quá nhỏ cho sách khiến lấy ra rất khó khăn nhưng vận chuyển rất nhanh và với giá sách thì đây là một giá hợp lí;44;3
bọc hàng kiểu này mình gặp nhiều lần rồi hỡi tiki làm ơn tỉnh táo và xem xét lại quy trình đóng gói được không;25;3
sách giao hơi bị lâu luôn trong quá trình giao hàng sách bị dập vài chỗ nên 3 sao thôi :);21;3
chưa đọc nhưng nhận sách xước be bét cong vênh hết mép sách không vừa hộp nhưng không chèn lót mép nhận hàng mà buồn thực sự;27;3
sách giao lâu đã đành nhưng tiki ơi :( dịch vụ đóng gói chán quá ạ nhận được cái hộp đã nát còn rách mất một đường;27;3
tiki cần đóng gói kỹ hơn chút sách về tay mà nhăn nheo các thứ rất khó chịu;18;3
mình cực kì thất vọng về cách làm việc của tiki cũng như cách đóng gói rất sơ sài vì chờ xác nhận hàng quá lâu nên mình đã yêu cầu huỷ hàng đã có sự đồng ý nhưng đến hôm nay thì lại nhận được hàng vào ngày 1 4 😐 về phần đóng gói thì sơ sài truyện bên trong có phần bị cong 😣;64;3
trên appp ghi có quà tặng kèm mà lúc nhận hàng thì không thấy gì ngoài sản phẩm mình đặt;20;3
không đóng hàng cẩn thận giao về thị bị móp góc không biết như nào chứ trong phần truyện của em bị dính nhưng hai vết đên như hình số 4 thật sự là quá thất vọng khi nhận được hàng;41;3
đây là lần đầu tiên mình mua truyện online trên tiki nên không biết là do mình chọn giao hàng tiết kiệm đúng dịp sale nên không có bọc chống sốc hay không có bọc thật mình mua thêm với 1 cuốn khác nên khi mở ra thấy đúng 2 muốn bơ vơ không hề có tí bọc chống sốc nào huhu biết vậy mình quay lúc mở hàng bị móp kha khá bị móp cả góc truyện nữa ở rìa ngoài bị quăn có phải do hà nội dạo này mưa nên truyện của mình quăn giống dính nước vậy không nữa nội dung thì đáng yêu khỏi bàn ha;112;3
giao hàng cực kì lâu đóng gói thì sơ sài không có lớp chống sốc về sách thì không có seal luôn ạ bị móp 2 đầu gáy sách bookmark của sách thì bị dính trắng trắng tùm lum bookmark nam châm trong đợt sale cũng không có nốt trải nghiệm lần đầu mua hàng trên tiki mà tệ như thế này ạ 😢;64;3
giao cực lâu không có giấy chống sốc làm sách bị móp bên góc trái lần đầu mua tiki mà phục vụ từ vận chuyển tới đóng gói hàng đều rất tệ cuốn truyện này mình mong chờ nhất nhưng tiki làm mình thất vọng thật sự khi bỏ tiền ra để nhận lại cuốn truyện không hoàn hảo như vậy sẽ không bao giờ mua lại ở tiki;69;3
mua biết bao lần ở tiki lần này là thất vọng nhất gói hàng thì tả tơi không có gì chống sốc cho sách sách bị gãy góc và còn bám bụi nhiều nữa;34;3
tôi đang cảm thấy khá thất vọng gói hàng chẳng kỹ gì cả chỉ cho sách vào hộp rồi vận chuyển không hề có bất kỳ thứ gì bải vệ sách đến cả màng bọc ngoài của sách cũng không có cũng may là sách chỉ bị quăn mép một tý chứ chưa bị rách;55;3
